,tweet_id,name,screen_name,retweet_count,text,mined_at,created_at,favourite_count,hashtags,status_count,location,source_device,retweet_text,quote_text,quote_screen_name
2503,1224272116813639680,World Health Organization (WHO),WHO,12,"@DrTedros ""2019 was an extremely challenging yet productive year.

2020 promises to be no different.

To maximize the opportunities and rise to the challenges before us, the world needs a WHO that is agile, responsive and fit for purpose""-@DrTedros #EB146 https://t.co/iNwkk9gyxA",2020-03-29 19:11:28.220018,2020-02-03 10:03:13.000000,52,"[{'text': 'EB146', 'indices': [249, 255]}]",49323,,Twitter Web App,None,None,None
2504,1224271719126487040,World Health Organization (WHO),WHO,20,"""We are therefore exploring options for tools that would allow us to signal an intermediate level of alert, without reopening negotiations on the text of the International Health Regulations""-@DrTedros #EB146",2020-03-29 19:11:28.220085,2020-02-03 10:01:38.000000,42,"[{'text': 'EB146', 'indices': [202, 208]}]",49323,,Twitter Web App,None,None,None
2505,1224271717801103360,World Health Organization (WHO),WHO,43,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU @EIB ""Both #Ebola &amp; #2019nCoV illustrate that the current binary PHEIC-or-no-PHEIC system is too blunt an instrument for dealing with complex emergencies. We have a green light, a red light &amp; nothing in between. 
It’s too restrictive, too simplistic &amp; not fit for purpose""-@DrTedros",2020-03-29 19:11:28.220094,2020-02-03 10:01:38.000000,72,"[{'text': 'Ebola', 'indices': [108, 114]}, {'text': '2019nCoV', 'indices': [121, 130]}]",49323,,Twitter Web App,None,None,None
2506,1224270796442435584,World Health Organization (WHO),WHO,19,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU @EIB ""In March, we will bring together ministers of health, finance and foreign affairs at the Marrakech Meeting on Health Diplomacy, to discuss what can be done to improve preparedness globally""-@DrTedros #EB146 https://t.co/BhT1CzkaKK",2020-03-29 19:11:28.220100,2020-02-03 09:57:58.000000,47,"[{'text': 'EB146', 'indices': [303, 309]}]",49323,,Twitter Web App,None,None,None
2507,1224270492011499521,World Health Organization (WHO),WHO,68,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU @EIB ""For too long, the world has operated on a cycle of panic and neglect. We throw money at an outbreak, and when it’s over, we forget about it and do nothing to prevent the next one""-@DrTedros #EB146 

https://t.co/niRcentxkB",2020-03-29 19:11:28.220105,2020-02-03 09:56:45.000000,111,"[{'text': 'EB146', 'indices': [293, 299]}]",49323,,Twitter Web App,None,None,None
2508,1224270326063927296,World Health Organization (WHO),WHO,31,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU @EIB ""Last year the Global Preparedness Monitoring Board published its first report, which concluded the 🌍 remains dangerously unprepared for a global pandemic""-@DrTedros  #EB146 
https://t.co/LIB5GFLx2m",2020-03-29 19:11:28.220110,2020-02-03 09:56:06.000000,48,"[{'text': 'EB146', 'indices': [269, 275]}]",49323,,Twitter Web App,None,None,None
2509,1224269996785905664,World Health Organization (WHO),WHO,44,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU @EIB ""Both the #2019nCoV and #Ebola outbreaks underscore once again the vital importance for all countries to invest in preparedness, not panic""-@DrTedros #EB146 https://t.co/xo5iSZ9Vxn",2020-03-29 19:11:28.220114,2020-02-03 09:54:47.000000,75,"[{'text': '2019nCoV', 'indices': [112, 121]}, {'text': 'Ebola', 'indices': [126, 132]}, {'text': 'EB146', 'indices': [252, 258]}]",49323,,Twitter Web App,None,None,None
2510,1224269529104207872,World Health Organization (WHO),WHO,75,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU @EIB ""We call on all countries to share data, sequences, knowledge &amp; experience with WHO &amp; the 🌍.
The only way we will defeat the #2019nCoV outbreak is for all countries to work together in a spirit of solidarity &amp; cooperation""-@DrTedros #EB146 https://t.co/3e8E3mscGn",2020-03-29 19:11:28.220118,2020-02-03 09:52:56.000000,119,"[{'text': '2019nCoV', 'indices': [235, 244]}, {'text': 'EB146', 'indices': [347, 353]}]",49323,,Twitter Web App,None,None,None
2511,1224269062651498498,World Health Organization (WHO),WHO,48,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU @EIB ""[We must] combat the spread of rumours &amp; misinformation. 

[We must] review preparedness plans, identify gaps &amp; evaluate the resources needed to identify, isolate and care for cases, and prevent transmission""-@DrTedros #2019nCoV https://t.co/fbxFA974HL",2020-03-29 19:11:28.220122,2020-02-03 09:51:05.000000,80,"[{'text': '2019nCoV', 'indices': [330, 339]}]",49323,,Twitter Web App,None,None,None
2512,1224268554503172101,World Health Organization (WHO),WHO,28,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU @EIB ""[We must] accelerate the development of vaccines, therapeutics and diagnostics.

Our global connectedness is a weakness in this outbreak, but it is also our greatest strength. We need strong public-private partnership to find solutions""-@DrTedros #2019nCoV #EB146 https://t.co/Oj7uBu133D",2020-03-29 19:11:28.220126,2020-02-03 09:49:03.000000,64,"[{'text': '2019nCoV', 'indices': [350, 359]}, {'text': 'EB146', 'indices': [360, 366]}]",49323,,Twitter Web App,None,None,None
2513,1224268006165041152,World Health Organization (WHO),WHO,36,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU @EIB ""We call on all countries to implement decisions that are evidence-based and consistent. WHO stands ready to provide advice to any country that is considering which measures to take""-@DrTedros #2019nCoV #EB146 https://t.co/vusizeO3oN",2020-03-29 19:11:28.220129,2020-02-03 09:46:53.000000,76,"[{'text': '2019nCoV', 'indices': [295, 304]}, {'text': 'EB146', 'indices': [305, 311]}]",49323,,Twitter Web App,None,None,None
2514,1224267119715594241,World Health Organization (WHO),WHO,67,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU @EIB ""The decision to declare a PHEIC was taken primarily because of the signs of human-to-human transmission outside 🇨🇳 and our concern of what might happen if the virus were to spread in a country with a weaker health system""-@DrTedros https://t.co/aovhcSLSWt",2020-03-29 19:11:28.220133,2020-02-03 09:43:21.000000,131,[],49323,,Twitter Web App,None,None,None
2515,1224266677044568064,World Health Organization (WHO),WHO,95,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU @EIB ""Last week I declared a public health emergency of international concern over the outbreak of #2019nCoV.
As of this morning, there are 17,238 confirmed cases in 🇨🇳 &amp; 361 deaths. Outside 🇨🇳, there are 151 confirmed cases in 23 countries &amp; 1 death""-@DrTedros
https://t.co/JvKC0PTett",2020-03-29 19:11:28.220137,2020-02-03 09:41:36.000000,125,"[{'text': '2019nCoV', 'indices': [196, 205]}]",49323,,Twitter Web App,None,None,None
2516,1224265961479507969,World Health Organization (WHO),WHO,17,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU @EIB ""But even as we focus on ending this outbreak, we must also think beyond #Ebola to strengthening #DRC’s weak health system.
Strengthening health systems in fragile &amp; conflict-afflicted states is something we must prioritize if we are to achieve our 2030 goals""-@DrTedros https://t.co/01FNxXrkkB",2020-03-29 19:11:28.220141,2020-02-03 09:38:45.000000,47,"[{'text': 'Ebola', 'indices': [175, 181]}, {'text': 'DRC', 'indices': [199, 203]}]",49323,,Twitter Web App,None,None,None
2517,1224265582427693056,World Health Organization (WHO),WHO,24,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU @EIB ""The rapid approval and prequalification of the #Ebola vaccine after a trial involving 250,000 people &amp; the advent of experimental therapeutics, have also helped us to save lives""-@DrTedros #EB146 

https://t.co/XrKS4X3rEQ",2020-03-29 19:11:28.220144,2020-02-03 09:37:15.000000,62,"[{'text': 'Ebola', 'indices': [150, 156]}, {'text': 'EB146', 'indices': [296, 302]}]",49323,,Twitter Web App,None,None,None
2518,1224265089680904192,World Health Organization (WHO),WHO,14,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU @EIB ""Thanks to the incredible efforts of thousands of frontline responders and the solidarity of the international community, the #Ebola outbreak in #DRC has been steadily declining""-@DrTedros #EB146 

https://t.co/91SGsKcEiO",2020-03-29 19:11:28.220148,2020-02-03 09:35:17.000000,42,"[{'text': 'Ebola', 'indices': [228, 234]}, {'text': 'DRC', 'indices': [247, 251]}, {'text': 'EB146', 'indices': [291, 297]}]",49323,,Twitter Web App,None,None,None
2519,1224264868821458944,World Health Organization (WHO),WHO,17,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU @EIB ""Last July, I declared the #Ebola outbreak in #DRC a public health emergency of international concern.
Since the outbreak began in August 2018, there have been 3421 cases &amp; 2242 deaths""-@DrTedros #EB146 
https://t.co/4w9QO0npEg",2020-03-29 19:11:28.220152,2020-02-03 09:34:25.000000,37,"[{'text': 'Ebola', 'indices': [129, 135]}, {'text': 'DRC', 'indices': [148, 152]}, {'text': 'EB146', 'indices': [302, 308]}]",49323,,Twitter Web App,None,None,None
2520,1224264791272972288,World Health Organization (WHO),WHO,12,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU @EIB ""But there were also several reasons for cheer. We certified the global eradication of wild poliovirus type 3, and no wild poliovirus has been detected in the African region for over three years""-@DrTedros #EndPolio #EB146 

https://t.co/uLsBpDOZNH",2020-03-29 19:11:28.220156,2020-02-03 09:34:06.000000,35,"[{'text': 'EndPolio', 'indices': [308, 317]}, {'text': 'EB146', 'indices': [318, 324]}]",49323,,Twitter Web App,None,None,None
2521,1224264721320333313,World Health Organization (WHO),WHO,11,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU @EIB ""During 2019, WHO responded to 58 emergencies in 50 countries.

It was a difficult year in our fight to #EndPolio.
There were 173 cases of wild poliovirus last year &amp; many outbreaks of vaccine-derived poliovirus, mostly in Africa""-@DrTedros #EB146 https://t.co/8tvDWyLH6B",2020-03-29 19:11:28.220160,2020-02-03 09:33:49.000000,33,"[{'text': 'EndPolio', 'indices': [206, 215]}, {'text': 'EB146', 'indices': [347, 353]}]",49323,,Twitter Web App,None,None,None
2522,1224264426192285701,World Health Organization (WHO),WHO,14,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU ""To stimulate R&amp;D into new &amp; much-needed medicines, we are working with the @EIB on a new investment fund.
We’re striving to protect the #antibiotics we have by working with countries to strengthen infection prevention, stewardship, hygiene &amp; water &amp; sanitation""-@DrTedros https://t.co/9327C0SgZL",2020-03-29 19:11:28.220164,2020-02-03 09:32:39.000000,30,"[{'text': 'antibiotics', 'indices': [242, 254]}]",49323,,Twitter Web App,None,None,None
2523,1224263992597721088,World Health Organization (WHO),WHO,38,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU ""WHO published a new report which shows that the 60 antimicrobials currently in development bring little benefit over existing treatments &amp; few target the most critical resistant bacteria""-@DrTedros #AntibioticResistance #EB146 https://t.co/hUiS6C5t12",2020-03-29 19:11:28.220168,2020-02-03 09:30:56.000000,88,"[{'text': 'AntibioticResistance', 'indices': [300, 321]}, {'text': 'EB146', 'indices': [322, 328]}]",49323,,Twitter Web App,None,None,None
2524,1224263705816334336,World Health Organization (WHO),WHO,15,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU ""🇾🇪 and 🇰🇮 eliminated lymphatic filariasis, and 🇲🇽 eliminated rabies.
And for the first time, the number of human African sleeping sickness cases reported globally fell below 1000""-@DrTedros #EB146 https://t.co/IjXlKoQ59Q",2020-03-29 19:11:28.220172,2020-02-03 09:29:47.000000,41,"[{'text': 'EB146', 'indices': [288, 294]}]",49323,,Twitter Web App,None,None,None
2525,1224263423229337600,World Health Organization (WHO),WHO,27,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU ""7 million people were diagnosed and treated for #tuberculosis in 2018, up from 6.4 million in 2017. Our aim for this year is 8 million""-@DrTedros #EndTB #EB146 https://t.co/3JIOC3LGeN",2020-03-29 19:11:28.220175,2020-02-03 09:28:40.000000,57,"[{'text': 'tuberculosis', 'indices': [146, 159]}, {'text': 'EndTB', 'indices': [244, 250]}, {'text': 'EB146', 'indices': [251, 257]}]",49323,,Twitter Web App,None,None,None
2526,1224263138155073538,World Health Organization (WHO),WHO,19,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU ""🇦🇷 &amp; 🇩🇿 were certified as #malaria-free.

And we launched a pilot program for the world’s first malaria vaccine in three countries – 🇬🇭, 🇲🇼 &amp; 🇰🇪.
Despite these gains, we continue to see over 200 million cases of malaria annually""-@DrTedros #EB146

https://t.co/guvwRmDXwG",2020-03-29 19:11:28.220179,2020-02-03 09:27:32.000000,47,"[{'text': 'malaria', 'indices': [128, 136]}, {'text': 'EB146', 'indices': [346, 352]}]",49323,,Twitter Web App,None,None,None
2527,1224262991727792129,World Health Organization (WHO),WHO,17,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU ""🇪🇬, which has one the world’s highest burden of #hepatitis C, is now on track to be one of the first countries to eliminate it.
🇦🇺, 🇫🇷, 🇬🇪 and 🇲🇳 are also moving towards hepatitis C elimination, enabled by dramatic reductions in the price of direct-acting antivirals""-@DrTedros https://t.co/WH1VBfwAoe",2020-03-29 19:11:28.220183,2020-02-03 09:26:57.000000,49,"[{'text': 'hepatitis', 'indices': [146, 156]}]",49323,,Twitter Web App,None,None,None
2528,1224262765025599488,World Health Organization (WHO),WHO,18,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU ""By the end of 2019, 77 countries had national policies that support #HIV self-testing, helping to reach people at higher risk from HIV, including those who are most marginalized and not accessing health services""-@DrTedros #EB146 https://t.co/VxWkS4fq7j",2020-03-29 19:11:28.220187,2020-02-03 09:26:03.000000,48,"[{'text': 'HIV', 'indices': [166, 170]}, {'text': 'EB146', 'indices': [321, 327]}]",49323,,Twitter Web App,None,None,None
2529,1224261316841562112,World Health Organization (WHO),WHO,21,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU ""We launched the Global Initiative for #ChildhoodCancer in six countries
We have developed a draft strategy on eliminating #CervicalCancer
We launched the WHO Special Initiative for #MentalHealth, with the aim of increasing access to quality and affordable care""-@DrTedros #EB146 https://t.co/HcPV8DfS8i",2020-03-29 19:11:28.220190,2020-02-03 09:20:18.000000,50,"[{'text': 'ChildhoodCancer', 'indices': [136, 152]}, {'text': 'CervicalCancer', 'indices': [220, 235]}, {'text': 'MentalHealth', 'indices': [279, 292]}, {'text': 'EB146', 'indices': [370, 376]}]",49323,,Twitter Web App,None,None,None
2530,1224260933465378816,World Health Organization (WHO),WHO,17,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN ""With the @ITU, we launched standards for #SafeListening, to reduce the risk of hearing loss among users of personal audio devices. These standards have already been integrated in the health application on iPhones""-@DrTedros #EB146 
https://t.co/wajViQ7Jif",2020-03-29 19:11:28.220194,2020-02-03 09:18:46.000000,41,"[{'text': 'SafeListening', 'indices': [134, 148]}, {'text': 'EB146', 'indices': [317, 323]}]",49323,,Twitter Web App,None,None,None
2531,1224260786002022401,World Health Organization (WHO),WHO,15,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN ""12 countries scaled up #hypertension management using the WHO HEARTS technical package, and more than 700,000 people globally are now on protocol-based treatment""-@DrTedros #BeatNCDs #EB146 

https://t.co/ttQJ1K5DGv",2020-03-29 19:11:28.220198,2020-02-03 09:18:11.000000,40,"[{'text': 'hypertension', 'indices': [116, 129]}, {'text': 'BeatNCDs', 'indices': [266, 275]}, {'text': 'EB146', 'indices': [276, 282]}]",49323,,Twitter Web App,None,None,None
2532,1224260593584132097,World Health Organization (WHO),WHO,19,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN ""Globally, the number of men using tobacco has finally started to decline.
At the same time, we have seen growing evidence about the threat posed by e-cigarettes. This is an increasing area of focus for WHO""-@DrTedros #EB146
https://t.co/MwiUucrKCH",2020-03-29 19:11:28.220202,2020-02-03 09:17:25.000000,38,"[{'text': 'EB146', 'indices': [310, 316]}]",49323,,Twitter Web App,None,None,None
2533,1224260535891505152,World Health Organization (WHO),WHO,23,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN ""The Year of the Nurse &amp; the Midwife gives us a wonderful opportunity to highlight the incredible role nurses and midwives play &amp; to draw attention to the shortfall of 9 million nurses &amp; midwives the world is facing between now and 2030""-@DrTedros #EB146
https://t.co/F7amRTyvcs",2020-03-29 19:11:28.220206,2020-02-03 09:17:12.000000,35,"[{'text': 'EB146', 'indices': [352, 358]}]",49323,,Twitter Web App,None,None,None
2534,1224260466349957120,World Health Organization (WHO),WHO,19,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN ""We also launched a pilot procedure for the prequalification of biosimilar human #insulin, published a cancer medicines pricing report and held our second Fair Pricing forum""-@DrTedros #EB146
https://t.co/jYvMynyo1z",2020-03-29 19:11:28.220210,2020-02-03 09:16:55.000000,33,"[{'text': 'insulin', 'indices': [173, 181]}, {'text': 'EB146', 'indices': [277, 283]}]",49323,,Twitter Web App,None,None,None
2535,1224260402793631744,World Health Organization (WHO),WHO,16,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN ""For the first time last year, WHO prequalified a biosimilar medicine – a cheaper version of the #breastcancer drug trastuzumab, making this life-saving therapy more affordable for countries &amp; more accessible for women who need it most""-@DrTedros #EB146
https://t.co/L0nhMZPel5",2020-03-29 19:11:28.220214,2020-02-03 09:16:40.000000,38,"[{'text': 'breastcancer', 'indices': [189, 202]}, {'text': 'EB146', 'indices': [343, 349]}]",49323,,Twitter Web App,None,None,None
2536,1224260316827136000,World Health Organization (WHO),WHO,14,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN ""Together with 11 other global health agencies, WHO launched the Global Action Plan for Healthy Lives &amp; Well-Being for All, laying the foundation for the UN Decade of Action for the @GlobalGoalsUN""-@DrTedros

https://t.co/lvG6jUBsfr",2020-03-29 19:11:28.220218,2020-02-03 09:16:19.000000,37,[],49323,,Twitter Web App,None,None,None
2537,1224260252754960384,World Health Organization (WHO),WHO,10,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN ""Then at the #IPU141 in Belgrade, legislators adopted a resolution on universal health coverage, committing to leverage the power of parliaments to translate political commitment into policies""-@DrTedros #HealthForAll #EB146

https://t.co/g7qbCneT83",2020-03-29 19:11:28.220222,2020-02-03 09:16:04.000000,30,"[{'text': 'IPU141', 'indices': [90, 97]}, {'text': 'HealthForAll', 'indices': [281, 294]}, {'text': 'EB146', 'indices': [295, 301]}]",49323,,Twitter Web App,None,None,None
2538,1224260191211880450,World Health Organization (WHO),WHO,15,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO ""At the #UNGA last year, all 193 @UN Member States approved the political declaration on universal health coverage, the most comprehensive international health agreement in history""-@DrTedros #HealthForAll #EB146

https://t.co/FNYt3Pu9TH",2020-03-29 19:11:28.220226,2020-02-03 09:15:49.000000,38,"[{'text': 'UNGA', 'indices': [81, 86]}, {'text': 'HealthForAll', 'indices': [265, 278]}, {'text': 'EB146', 'indices': [279, 285]}]",49323,,Twitter Web App,None,None,None
2539,1224260115802574848,World Health Organization (WHO),WHO,16,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO ""We saw many countries making progress [towards #HealthForAll] – South Africa and the Philippines both passed new laws on universal health coverage, while Greece, India and Kenya rolled out ambitious programmes to expand coverage""-@DrTedros #EB146 https://t.co/UQrp794ls4",2020-03-29 19:11:28.220231,2020-02-03 09:15:31.000000,45,"[{'text': 'HealthForAll', 'indices': [121, 134]}, {'text': 'EB146', 'indices': [314, 320]}]",49323,,Twitter Web App,None,None,None
2540,1224259867935940609,World Health Organization (WHO),WHO,16,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO ""We began implementing the initiative on #ClimateChange and Health in Small Island Developing States. Our vision is that by 2030, every island in the Pacific will have a health system that is resilient to climate change""-@DrTedros #ClimateAction #EB146 https://t.co/KXkpvyOpoN",2020-03-29 19:11:28.220235,2020-02-03 09:14:32.000000,53,"[{'text': 'ClimateChange', 'indices': [114, 128]}, {'text': 'ClimateAction', 'indices': [304, 318]}, {'text': 'EB146', 'indices': [319, 325]}]",49323,,Twitter Web App,None,None,None
2541,1224259500120662019,World Health Organization (WHO),WHO,27,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO ""Over 80 cities in more than 50 countries committed to WHO’s air quality guidelines""-@DrTedros #BreatheLife #EB146 

https://t.co/W5jXTjF71S",2020-03-29 19:11:28.220239,2020-02-03 09:13:05.000000,56,"[{'text': 'BreatheLife', 'indices': [168, 180]}, {'text': 'EB146', 'indices': [181, 187]}]",49323,,Twitter Web App,None,None,None
2542,1224259363604398080,World Health Organization (WHO),WHO,23,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO ""We worked with civil society and other partners to improve #RoadSafety in 🇨🇱, 🇰🇿, 🇲🇾, 🇸🇮, 🇹🇹 &amp; more.

We established a new department on the social determinants of health to deepen WHO’s work in this area over the next four years""-@DrTedros #EB146 

https://t.co/6Blk4Iphmh",2020-03-29 19:11:28.220243,2020-02-03 09:12:32.000000,45,"[{'text': 'RoadSafety', 'indices': [133, 144]}, {'text': 'EB146', 'indices': [319, 325]}]",49323,,Twitter Web App,None,None,None
2543,1224258797256019969,World Health Organization (WHO),WHO,19,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO ""We published new guidelines to help frontline #healthworkers to recognize children who have suffered sexual abuse, and to provide evidence-based first line support""-@DrTedros #HealthForAll #EB146 https://t.co/W2JNklHaMk",2020-03-29 19:11:28.220246,2020-02-03 09:10:17.000000,60,"[{'text': 'healthworkers', 'indices': [120, 134]}, {'text': 'HealthForAll', 'indices': [249, 262]}, {'text': 'EB146', 'indices': [263, 269]}]",49323,,Twitter Web App,None,None,None
2544,1224258450353545218,World Health Organization (WHO),WHO,13,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO ""Together with the @FAO, we launched a new tool which allows countries to analyze the strengths and weaknesses of national food safety systems, and prioritize interventions""-@DrTedros #SafeFood #EB146 https://t.co/obzAYE4eFA",2020-03-29 19:11:28.220250,2020-02-03 09:08:54.000000,61,"[{'text': 'SafeFood', 'indices': [252, 261]}, {'text': 'EB146', 'indices': [262, 268]}]",49323,,Twitter Web App,None,None,None
2545,1224258053182312449,World Health Organization (WHO),WHO,46,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO ""We reached a historic agreement with the International Food and Beverage Association, which has committed to eliminate industrially-produced trans-fat from the global food supply by 2023""-@DrTedros #BeatNCDs #EB146 
https://t.co/0TVc99KFop",2020-03-29 19:11:28.220254,2020-02-03 09:07:20.000000,96,"[{'text': 'BeatNCDs', 'indices': [267, 276]}, {'text': 'EB146', 'indices': [277, 283]}]",49323,,Twitter Web App,None,None,None
2546,1224257229953683456,World Health Organization (WHO),WHO,28,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO ""2019 was the year our new division of healthy populations was born, reflecting the new emphasis we are putting on health promotion and disease prevention, by addressing the root causes of ill-health""-@DrTedros at the #EB146 https://t.co/bsPuBf10x0",2020-03-29 19:11:28.220257,2020-02-03 09:04:03.000000,71,"[{'text': 'EB146', 'indices': [286, 292]}]",49323,,Twitter Web App,None,None,None
2547,1224257053692133382,World Health Organization (WHO),WHO,18,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO ""2019 was a very rewarding year, and a very tough year, as we pushed hard to finalize the design phase of transformation, while fighting emergencies, launching new initiatives and striving towards the “triple billion” targets""-@DrTedros at #EB146 #HealthForAll https://t.co/7huwepSMaY",2020-03-29 19:11:28.220261,2020-02-03 09:03:21.000000,68,"[{'text': 'EB146', 'indices': [308, 314]}, {'text': 'HealthForAll', 'indices': [315, 328]}]",49323,,Twitter Web App,None,None,None
2548,1224256287778705408,World Health Organization (WHO),WHO,29,"@DrTedros ""Thank you for your moving tributes to our late friend &amp; colleague, Dr Peter Salama. The expressions of sorrow over the past week &amp; of admiration for everything Pete did &amp; everything he was say it all. We miss Pete now &amp; we will always miss him""-@DrTedros #EB146 https://t.co/N9H0lyZEgc",2020-03-29 19:11:28.220264,2020-02-03 09:00:19.000000,100,"[{'text': 'EB146', 'indices': [282, 288]}]",49323,,Twitter Web App,None,None,None
2549,1224255912237383680,World Health Organization (WHO),WHO,476,Live: Opening of the #EB146 with @DrTedros https://t.co/c3qXiwiUra,2020-03-29 19:11:28.220268,2020-02-03 08:58:49.000000,887,"[{'text': 'EB146', 'indices': [21, 27]}]",49323,,Periscope,None,None,None
2550,1224241115437654016,World Health Organization (WHO),WHO,108,"The 146th Session of the WHO Executive Board is about to start.

📺: https://t.co/oQT0JAbcD0 #EB146 https://t.co/5G7SEJFWjl",2020-03-29 19:11:28.220272,2020-02-03 08:00:01.000000,359,"[{'text': 'EB146', 'indices': [92, 98]}]",49323,,Twitter Web App,None,None,None
